split,step,suite,horizon,episodes_per_task,seed,initial_state_start,task_id,task_description,H,P,total_episodes,total_successes,success_rate,ci95_low,ci95_high,mean_policy_calls,mean_episode_length,mean_environment_steps_including_settling,policy_calls_per_environment_step,mean_executed_actions_per_policy_call,mean_wall_clock_seconds
confirmation,100,libero_10,20,10,27,30,2,turn on the stove and put the moka pot on it,20,50,10,2,0.2,0.05668215145437519,0.5098375284633583,24.5,487.4,497.4,0.050266721378744356,19.86111111111111,11.548247880861163
confirmation,100,libero_10,20,10,27,30,3,put the black bowl in the bottom drawer of the cabinet and close it,20,50,10,9,0.9,0.5958499732047615,0.9821237869049271,17.1,329.4,339.4,0.05191256830601093,19.215369735613542,8.281156320869922
confirmation,100,libero_10,20,10,27,30,4,put the white mug on the left plate and put the yellow and white mug on the right plate,20,50,10,5,0.5,0.236593090512564,0.7634069094874361,22.1,437.2,447.2,0.05054894784995426,19.74106405720183,11.086360797286034
confirmation,100,libero_10,20,10,27,30,5,pick up the book and place it in the back compartment of the caddy,20,50,10,8,0.8,0.49016247153664183,0.9433178485456247,16.8,329.2,339.2,0.05103280680437424,19.482772930543824,7.152599122561514
confirmation,100,libero_10,20,10,27,30,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,20,50,10,2,0.2,0.05668215145437519,0.5098375284633583,24.0,478.6,488.6,0.05014625992478061,19.9125,11.24068731116131
confirmation,100,libero_10,20,10,27,30,7,put both the alphabet soup and the cream cheese box in the basket,20,50,10,10,1.0,0.7224672001371107,0.9999999999999999,19.0,366.7,376.7,0.05181347150259067,19.28475490196078,8.562213223334401
confirmation,100,libero_10,20,10,27,30,8,put both moka pots on the stove,20,50,10,1,0.1,0.017876213095072896,0.4041500267952385,25.8,516.0,526.0,0.05,20.0,10.826456828881055
confirmation,100,libero_10,20,10,27,30,9,put the yellow and white mug in the microwave and close it,20,50,10,2,0.2,0.05668215145437519,0.5098375284633583,24.5,487.0,497.0,0.050308008213552365,19.838011695906435,10.205222180113196
confirmation,500,libero_10,20,10,27,30,0,put both the alphabet soup and the tomato sauce in the basket,20,50,10,10,1.0,0.7224672001371107,0.9999999999999999,17.2,338.0,348.0,0.05088757396449704,19.657530775468082,9.505367476027459
confirmation,500,libero_10,20,10,27,30,1,put both the cream cheese box and the butter in the basket,20,50,10,9,0.9,0.5958499732047615,0.9821237869049271,17.8,344.1,354.1,0.05172914850334205,19.28445570447859,9.328233449999242
confirmation,500,libero_10,20,10,27,30,2,turn on the stove and put the moka pot on it,20,50,10,9,0.9,0.5958499732047615,0.9821237869049271,15.8,306.6,316.6,0.051532941943900845,19.363809523809522,7.6535002228803934
confirmation,500,libero_10,20,10,27,30,3,put the black bowl in the bottom drawer of the cabinet and close it,20,50,10,8,0.8,0.49016247153664183,0.9433178485456247,16.2,320.1,330.1,0.05060918462980318,19.71098901098901,7.945631318353117
confirmation,500,libero_10,20,10,27,30,4,put the white mug on the left plate and put the yellow and white mug on the right plate,20,50,10,8,0.8,0.49016247153664183,0.9433178485456247,18.1,350.4,360.4,0.05165525114155251,19.2625,9.49698330340907
confirmation,500,libero_10,20,10,27,30,5,pick up the book and place it in the back compartment of the caddy,20,50,10,7,0.7,0.39677814746114537,0.8922087325936989,15.8,309.1,319.1,0.05111614364283403,19.390303030303027,6.861170398350805
confirmation,500,libero_10,20,10,27,30,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,20,50,10,1,0.1,0.017876213095072896,0.4041500267952385,25.8,515.6,525.6,0.05003878975950349,19.98333333333333,11.986318847071379
confirmation,500,libero_10,20,10,27,30,7,put both the alphabet soup and the cream cheese box in the basket,20,50,10,10,1.0,0.7224672001371107,0.9999999999999999,18.1,350.2,360.2,0.05168475157053112,19.32125942684766,8.3837277459912
confirmation,500,libero_10,20,10,27,30,8,put both moka pots on the stove,20,50,10,1,0.1,0.017876213095072896,0.4041500267952385,25.8,515.9,525.9,0.050009691800736576,19.995833333333334,10.991561808157712
confirmation,500,libero_10,20,10,27,30,9,put the yellow and white mug in the microwave and close it,20,50,10,9,0.9,0.5958499732047615,0.9821237869049271,18.0,350.6,360.6,0.0513405590416429,19.460321063207893,7.6337316174991425
